39.9407105,-75.2002168333
39.9407098333,-75.2002133333
39.9407098333,-75.200211
39.94071,-75.2002091667
39.9407098333,-75.200207
39.9407098333,-75.200205
39.9407098333,-75.2002031667
39.9407085,-75.200201
39.9407091667,-75.2001981667
39.9407105,-75.2001945
39.9407115,-75.2001915
39.9407133333,-75.2001903333
39.9407145,-75.2001913333
39.9407161667,-75.2001915
39.9407181667,-75.2001933333
39.9407188333,-75.2001941667
39.9407196667,-75.200195
39.9407208333,-75.2001938333
39.9407216667,-75.2001935
39.9407226667,-75.2001928333
39.9407233333,-75.2001893333
39.9407243333,-75.2001873333
39.940725,-75.2001875
39.9407256667,-75.2001875
39.9407273333,-75.2001853333
39.940728,-75.2001826667
39.9407291667,-75.2001815
39.9407298333,-75.200181
39.9407295,-75.2001783333
39.9407301667,-75.2001736667
39.9407315,-75.2001701667
39.9407323333,-75.200167
39.940734,-75.2001643333
39.9407353333,-75.2001623333
39.9407365,-75.2001633333
39.9407383333,-75.20016
39.9407393333,-75.2001558333
39.9407408333,-75.2001513333
39.9407446667,-75.200146
39.9407456667,-75.2001438333
39.9407471667,-75.2001403333
39.9407493333,-75.200137
39.9407503333,-75.2001353333
39.940752,-75.2001323333
39.9407536667,-75.2001303333
