1556310369.65799,nan,nan,000.69
1556310369.862611,nan,nan,000.69
1556310370.059198,nan,nan,000.69
1556310370.262028,nan,nan,000.69
1556310370.458646,nan,nan,000.69
1556310370.660788,nan,nan,000.69
1556310370.86079,nan,nan,000.69
1556310371.05822,nan,nan,000.69
1556310371.264832,nan,nan,000.69
1556310371.466553,nan,nan,000.69
1556310371.659164,nan,nan,000.69
1556310371.858402,nan,nan,000.69
1556310372.05685,nan,nan,000.69
1556310372.259297,nan,nan,000.69
1556310372.458801,nan,nan,000.69
1556310372.658357,nan,nan,000.69
1556310372.861661,nan,nan,000.69
1556310373.058989,nan,nan,000.69
1556310373.261302,nan,nan,000.69
1556310373.462579,nan,nan,000.69
1556310373.661824,nan,nan,000.69
1556310373.859126,nan,nan,000.69
1556310374.05908,nan,nan,000.69
1556310374.258232,nan,nan,000.69
1556310374.458929,nan,nan,000.69
1556310374.660266,nan,nan,000.69
1556310374.858719,nan,nan,000.69
1556310375.058367,nan,nan,000.69
1556310375.258717,nan,nan,000.69
1556310375.457302,nan,nan,000.69
1556310375.660219,nan,nan,000.69
1556310375.86283,nan,nan,000.69
1556310376.052982,nan,nan,000.69
1556310376.262129,nan,nan,000.69
1556310376.459819,nan,nan,000.69
1556310376.663192,nan,nan,000.69
1556310376.858034,nan,nan,000.69
1556310377.060278,nan,nan,000.69
1556310377.259367,nan,nan,000.69
1556310377.457576,nan,nan,000.69
1556310377.658775,nan,nan,000.69
1556310377.857086,nan,nan,000.69
1556310378.063536,nan,nan,000.69
1556310378.258542,nan,nan,000.69
1556310378.457193,nan,nan,000.69
1556310378.660271,nan,nan,000.69
1556310378.858478,nan,nan,000.69
1556310379.059049,nan,nan,000.68
1556310379.264229,nan,nan,000.68
1556310379.456641,nan,nan,000.69
1556310379.660442,nan,nan,000.69
1556310379.859904,nan,nan,000.69
1556310380.062932,nan,nan,000.69
1556310380.258881,nan,nan,000.69
1556310380.462045,nan,nan,000.69
1556310380.658403,nan,nan,000.69
1556310380.857576,nan,nan,000.69
1556310381.065961,nan,nan,000.69
1556310381.266743,nan,nan,000.69
1556310381.462279,nan,nan,000.69
1556310381.662179,nan,nan,000.69
1556310381.862532,nan,nan,000.69
1556310382.060909,nan,nan,000.69
1556310382.262319,nan,nan,000.69
1556310382.459437,nan,nan,000.69
1556310382.662832,nan,nan,000.69
1556310382.863329,nan,nan,000.68
1556310383.059881,nan,nan,000.68
1556310383.262108,nan,nan,000.69
1556310383.459947,nan,nan,000.69
1556310383.661446,nan,nan,000.69
1556310383.859097,nan,nan,000.69
1556310384.059189,nan,nan,000.69
1556310384.26082,nan,nan,000.69
1556310384.460009,nan,nan,000.69
1556310384.661386,nan,nan,000.69
1556310384.859284,nan,nan,000.69
1556310385.058796,nan,nan,000.69
1556310385.261471,nan,nan,000.69
1556310385.460091,nan,nan,000.69
1556310385.659669,nan,nan,000.69
1556310385.859296,nan,nan,000.69
1556310386.06277,nan,nan,000.69
1556310386.263328,nan,nan,000.69
1556310386.461995,nan,nan,000.69
1556310386.663544,nan,nan,000.69
1556310386.861309,nan,nan,000.69
1556310387.061479,nan,nan,000.69
1556310387.260749,nan,nan,000.69
